Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
elitedaily.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
pikabu.ru,False,False,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
thenextweb.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
metro.co.uk,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
plarium.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
twitter.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
seekingalpha.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,0,0
xvideo-jp.com,False,False,1,4,0,0,0,1,1,1,1,1,0,0,1,0,0
cheezburger.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
ap.org,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
torcache.net,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
kakaku.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
css-tricks.com,False,False,1,2,0,0,0,1,1,1,1,1,0,0,1,0,0
buzzfil.net,False,False,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
tinnhanh360.net,False,False,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
nesn.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
techcrunch.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
io9.com,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,1,0
jalopnik.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
udn.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
maybank2u.com.my,False,False,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
elitedaily.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
medium.com,False,True,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
emgn.com,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
akhbarelyom.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
allegro.pl,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
torrentdn.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
evernote.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
wikimapia.org,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
tebyan.net,False,False,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
moviepilot.com,False,False,1,5,0,0,1,0,1,1,1,1,0,0,1,0,0
olx.co.id,False,False,1,7,0,0,1,0,1,1,1,1,1,1,1,1,0
mylust.com,False,False,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
cox.com,False,False,1,4,0,0,1,0,1,1,1,1,0,0,1,0,0
medium.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
techcrunch.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
wikimapia.org,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
putlocker.is,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
hubpages.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
189.cn,False,False,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
torcache.net,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
thenextweb.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
kakaku.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
censor.net.ua,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
fishki.net,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
onedio.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
indianexpress.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
ringring.vn,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
udn.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
nesn.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
distractify.com,False,False,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
mashable.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
bdnews24.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
katproxy.com,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
squarespace.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,1,0
pornsharing.com,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
babal.net,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
seekingalpha.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
torcache.net,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
plarium.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
torrentdn.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
hollywoodlife.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
sourceforge.net,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
otomoto.pl,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,1,0
icicibank.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
tunein.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,1,0
web.de,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
megogo.net,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
otomoto.pl,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
kakaku.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
anysex.com,False,False,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
uproxx.com,False,False,1,6,0,0,1,0,1,1,1,1,0,0,1,0,0
seekingalpha.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
extratorrent.cc,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
twitter.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
correios.com.br,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
sputniknews.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
nguyentandung.org,False,False,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
persianblog.ir,False,False,1,4,0,0,0,0,1,0,1,1,1,1,1,1,0
tune.pk,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
thenextweb.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
uproxx.com,False,False,1,4,0,0,1,0,1,1,1,1,0,0,1,0,0
himado.in,False,False,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0
allegro.pl,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
auto.ru,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
codecanyon.net,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
torcache.net,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
gtbank.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
extratorrent.cc,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
udn.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
pornsharing.com,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
sourceforge.net,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
twitter.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
grantland.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
motthegioi.vn,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
500px.com,False,False,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
kenh14.vn,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
twitter.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
mylust.com,False,False,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
askubuntu.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
ap.org,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
censor.net.ua,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
distractify.com,False,False,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
gov.uk,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
comicbook.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
kakaku.com,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,0,0
syosetu.com,False,False,1,3,0,0,0,0,1,1,1,1,1,0,1,0,0
stackexchange.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
twitter.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
plarium.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
syosetu.com,False,False,1,3,0,0,0,0,1,1,1,1,1,0,1,0,0
babal.net,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
depositphotos.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
medium.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
seesaawiki.jp,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
sberbank.ru,False,False,1,8,0,0,0,0,1,1,1,1,1,1,1,1,0
seesaawiki.jp,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
torcache.net,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
nguyentandung.org,False,False,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
extratorrent.cc,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
fanpage.gr,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
yourlust.com,False,False,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0
bitbucket.org,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
moviepilot.com,False,False,1,5,0,0,1,0,1,0,1,1,0,0,1,0,0
medium.com,False,True,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
deadspin.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
correios.com.br,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
seekingalpha.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
themeforest.net,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
medium.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
jalopnik.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
otomoto.pl,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
extratorrent.cc,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
grantland.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
emgn.com,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
interpark.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
censor.net.ua,False,False,1,14,0,0,0,0,1,0,1,1,0,0,1,0,0
wpengine.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
rocketnews24.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
ifttt.com,False,False,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0
telegraf.com.ua,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
comicbook.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
atwiki.jp,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
cheezburger.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
babal.net,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
twitter.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
emgn.com,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
clien.net,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
hollywoodlife.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
interpark.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
emgn.com,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
akhbarelyom.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
otomoto.pl,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
kickass.to,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
marvel.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
motthegioi.vn,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
techcrunch.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
pikabu.ru,False,False,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
espn.go.com,False,False,1,8,0,0,0,0,1,1,1,1,0,0,1,0,0
putlocker.is,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
nguyentandung.org,False,False,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
medium.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,1,0
momoshop.com.tw,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
jalopnik.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
caixa.gov.br,False,False,1,5,0,0,0,0,1,1,1,1,1,1,1,1,0
medium.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
deadspin.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
hollywoodlife.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
depositphotos.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
grantland.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
bleacherreport.com,False,False,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0
digg.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
rt.com,False,False,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
ap.org,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
variety.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
twitter.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
jezebel.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
diply.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
yourlust.com,False,False,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0
rocketnews24.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
abc.go.com,False,False,1,9,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ro,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,1,0
extratorrent.cc,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
eksisozluk.com,False,False,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0
seekingalpha.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
tune.pk,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
qz.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
thenextweb.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
mediaset.it,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
otomoto.pl,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
mashable.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
askubuntu.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
kenh14.vn,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ro,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,1,0
twitter.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
interpark.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
kickass.to,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
twitter.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
themeforest.net,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
nesn.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
maybank2u.com.my,False,False,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
xvideo-jp.com,False,False,1,4,0,0,0,1,1,1,1,1,0,0,1,0,0
mylust.com,False,False,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
interpark.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
sfglobe.com,False,False,1,4,0,0,0,0,1,1,1,1,1,0,1,0,0
thenextweb.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
distractify.com,False,False,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
oneplus.net,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
babal.net,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
clien.net,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
bdnews24.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
torcache.net,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
qz.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
atwiki.jp,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
bigcinema.tv,False,False,1,3,0,0,0,0,1,0,1,1,1,1,1,1,0
buzzfil.net,False,False,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
indianexpress.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
bleacherreport.com,False,False,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0
mic.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
telegraf.com.ua,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
mic.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
techcrunch.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.co.id,False,False,1,2,0,0,1,0,1,1,1,1,1,1,1,1,0
vnexpress.net,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,1,0
emgn.com,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
espn.go.com,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,0,0
kenh14.vn,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
yourlust.com,False,False,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0
olx.ro,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,1,0
deadspin.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
otomoto.pl,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
motthegioi.vn,False,False,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
gawker.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
plarium.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
uproxx.com,False,False,1,4,0,0,1,0,1,1,1,1,0,0,1,0,0
torcache.net,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
wikiwiki.jp,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
comicbook.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.ro,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,1,0
dropbooks.tv,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
thechive.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
emgn.com,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
mylust.com,False,False,1,3,0,0,1,0,1,1,1,1,0,0,1,0,0
nguyentandung.org,False,False,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0
thenextweb.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
patch.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
pikabu.ru,False,False,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0
searchengineland.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
pchome.com.tw,False,False,1,3,1,0,0,0,1,1,1,1,0,0,1,1,0
likemag.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,1,0
extratorrent.cc,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
indianexpress.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
buzzfil.net,False,False,1,4,0,0,0,0,1,1,1,1,1,1,1,1,0
medium.com,False,True,1,2,0,0,0,0,1,1,1,1,0,0,1,1,0
shareba.com,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
mic.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
patch.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
correios.com.br,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.co.id,False,False,1,2,0,0,1,0,1,1,1,1,1,1,1,1,0
hubpages.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
motthegioi.vn,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
kakaku.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
interpark.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
pornsharing.com,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
2gis.ru,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,0,0
tune.pk,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
codecanyon.net,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
mashable.com,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,0,0
kotaku.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
sourceforge.net,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
sourceforge.net,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
evernote.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
fanpage.gr,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
babal.net,False,False,1,5,0,0,0,0,1,0,1,1,0,0,1,0,0
nesn.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
spankbang.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
babal.net,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
screenrant.com,False,False,1,2,0,0,1,0,1,1,1,1,1,1,1,1,0
tinnhanh360.net,False,False,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0
tobogo.net,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
putlocker.is,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
babal.net,False,False,1,3,0,0,0,0,1,0,1,1,0,0,1,0,0
grantland.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
elitedaily.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
udn.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
searchengineland.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
olx.pl,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
indianexpress.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
nymag.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
gizmodo.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
digg.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
deadspin.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
emgn.com,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
auto.ru,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
ifttt.com,False,False,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0
aljazeera.net,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
techcrunch.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
correios.com.br,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
hdfcbank.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
kenh14.vn,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
codecanyon.net,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,1,0
wpengine.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
kakaku.com,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
udn.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
elevenia.co.id,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0
distractify.com,False,False,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
tunein.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
bigcinema.tv,False,False,1,2,0,0,0,0,1,0,1,1,1,1,1,1,0
pikabu.ru,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
emgn.com,False,False,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0
babal.net,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0
putlocker.is,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
torcache.net,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
distractify.com,False,False,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
auto.ru,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
techcrunch.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,0
gov.uk,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
correios.com.br,False,False,1,6,0,0,0,0,1,1,1,1,0,0,1,0,0
distractify.com,False,False,1,10,0,0,0,0,1,1,1,1,0,0,1,0,0
jezebel.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,0
pitchfork.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
cheezburger.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
bestblackhatforum.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0
tobogo.net,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,0
katproxy.com,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
torcache.net,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,0
ifttt.com,False,False,1,2,0,0,1,0,1,1,1,1,0,0,1,0,0
pornsharing.com,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0
bdnews24.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,0
