Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
0pbks8x2ye.bancdeplastiksvhgmcdnlfoesupergiggles.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
bitly.com,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
areueaom.gtva.cn,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
app.moneylinecreditcorporation.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
vilanovacenter.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
crm.hk-handel.com,False,False,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
lousagomes.pt,False,False,1,6,0,0,0,0,1,0,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
autodiscover.ryder-dutton.co.uk,False,False,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
vitaage.com,False,False,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
suitsandfits.com.pk,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
urlth.me,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
pxlme.me,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
taalim.ma,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
fc.proyectosonline.xyz,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
notificacioneslv.hostfree.pw,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
omesqiwines.de,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
centec-am.com.br,False,False,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
images-7jbmtszqrl.salamazerbaycan.az,False,False,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
xj4og.mjt.lu,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
3ff7c459-86b2-4f6d-b6b0-ba6402ef6cb0.htmlcomponentservice.com,False,False,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
mail.o2-customer-1479.com,False,False,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1
theduecfoinv.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
everestmotors.com.np,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
redeabreu.com.br,False,False,1,4,0,0,0,0,1,1,1,1,1,0,1,0,1
camarapiracicaba.zyrosite.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
meeting-23900123090123.bitbucket.io,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
randomstring.electrumproject.club,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
zpr.io,False,True,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
dainellistudio.eu,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
vk.com,False,False,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1
trilles157.typeform.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
paxful-menu.com.auraco.ca,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
vk.com,False,False,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
r-ich.com,False,False,1,2,0,0,0,1,1,1,1,1,1,0,1,0,1
cloud-object-storage-o9-cos-static-web-hocsx2.pages.dev,False,False,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
southamerica-east1-noted-minutia-330211.cloudfunctions.net,False,False,1,4,0,0,0,1,1,1,1,1,0,0,1,0,1
bit.do,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
flowcode.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,1,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
roninwallet.page,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
linktr.ee,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
seracvtime.rf.gd,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
objective-merkle.45-88-108-231.plesk.page,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
docs.google.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
storage.googleapis.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
tawk.link,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
velvet.by,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
organicreviews.net,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
pancakeswapnow.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
1drv.ms,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
allcaredentalcentre.in,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
shikshamandir.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
linktr.ee,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
arafathrumman.github.io,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
rizkyinterior.com,False,True,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
eclipsevpn-new.com,False,False,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,False,False,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
credicorp-capital.net,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
api.florense.com.br,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
h62g.nichesite.org,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
taxopus.com,False,True,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
musicisit.de,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
edgeurl.com,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
cloudsraindrop.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
lerocice1911.blogspot.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
forums.rstools.club,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
viamobte.blogspot.com,False,False,0,3,0,0,1,0,1,1,1,1,0,0,1,0,1
objectstorage.us-phoenix-1.oraclecloud.com,False,False,1,6,0,0,0,1,1,1,1,1,0,0,1,0,1
plytecfi-my.sharepoint.com,False,False,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,False,False,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
freeride-gulmarg.com,False,False,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
plugmailextraexpiredoldpolicynotificationscenter.pages.dev,False,False,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
firebasestorage.googleapis.com,False,True,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
cea42u7sa1l.typeform.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
bannerbank.control-inc.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
netgate-store.com,False,False,0,2,0,0,0,1,1,1,1,1,0,0,1,0,1
alertastone-security.me,False,False,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
bit.do,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
cp45362.tmweb.ru,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
betasusgiri.blogspot.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
s.yam.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
8010361370310234068010361370310234.blogspot.be,False,False,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
metqamask.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
web1577.webbox444.server-home.org,False,False,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
rakuten.co.jp.oadkxoe.cf,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
mhora.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
betasusgirisburasi3.blogspot.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
firebasestorage.googleapis.com,False,True,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
3o2.co,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
gls-pakke-dk.firebaseapp.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
btconnectdacsdesrf.yolasite.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
appeal-fb-copyright122817285.web.app,False,False,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
lloydsbank.secure-personal-device-login.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
test.prunescape.com.au,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
hpnepgnmwrgdrrsdshzrvyirlx-dot-gl44393333333.rj.r.appspot.com,False,False,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
alumnimkn.ulm.ac.id,False,True,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
server.ucvipt.cn,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
apeswvap.finance,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
socialpinch.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
tinyurl.com,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
docs.google.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
nombud.xyz,False,False,0,6,0,0,0,0,1,0,1,1,0,0,1,0,1
rhilo.co.in,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
btservererscf.boxmode.io,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
signin-payeer.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
luxuryautomobile.me,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
paxful-menu.com.auraco.ca,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
io.haardhoutveiling.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
tinyurl.com,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
firebasestorage.googleapis.com,False,False,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
flowtork.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
sportybetpremium.wapka.co,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
roygijvhluozwnflsypmewrstt-dot-gl44393333333.rj.r.appspot.com,False,False,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
slowlinebag.jp,False,False,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
himalayansherpa.com.au,False,True,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
hostmaster.mail.oldschool-runescape-securedbonds.com,False,False,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
germackpistachio.com,False,False,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
httpcpcontacts.granadoemurahara.com.br,False,False,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1
rakuten.co.jp.ravtenip.xyz,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
cpcontacts.granadoemurahara.com.br,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
linktr.ee,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
joul.co.kr,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
rakoten-card.motpefhnpvyz.gq,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
mistimbas.com,False,False,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1
bhavin0077.github.io,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
skinporti.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
improvproject.com,False,False,1,7,0,0,1,0,1,1,1,1,0,0,1,0,1
adcloudserver.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
secure3p-verify.duckdns.org,False,False,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1
gormanusa-my.sharepoint.com,False,False,1,7,0,0,1,1,1,0,1,1,0,0,1,0,1
arafathrumman.github.io,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
verifiyedbluetickfeedback.ml,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
https.recovery-pages63078104037313568250.1y2pkmzlab-zqy3jw2p06kg.p.runcloud.link,False,False,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
seguridadecuador.byethost17.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
lihi1.cc,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,False,False,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
t.co,False,False,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1
jindaltextiles.com,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
143.244.141.6,False,False,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1
t.co,False,False,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
nozed-uname.firebaseapp.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
my.ts3.com.ijpvpr.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
xh140.mjt.lu,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
reignbike.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
google.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
107.172.198.119,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1
militarybikers.org,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
amazon-co-jp.youtian8353.vip,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
aguigom.cl,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
images-daf29dvdr.salamazerbaycan.az,False,False,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
sunshineteam.in,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
sklad-hub.ru,False,False,0,2,0,0,0,1,1,1,1,1,0,0,1,0,1
natwest.secured-online-verify.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
cp45362.tmweb.ru,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
185.177.54.9,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
supcuttfree.byethost7.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
rhinomultimedia.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
heppler.ch.net2care.com,False,False,1,3,1,0,0,0,1,0,1,1,0,0,1,0,1
expeditions-of-e.com,False,False,0,3,0,0,0,1,1,1,1,1,0,0,1,0,1
server.cbfz6d.cn,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
dumerobui.xyz,False,False,0,6,0,0,0,0,1,0,1,1,0,0,1,0,1
nineled.com,False,False,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
rajwebtechnology.com,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
linktr.ee,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
universidadsanjuan.ac,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
docs.google.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
facebook.com-marketplace-93839.mediaryte.co,False,False,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
fisika.fmipa.unila.ac.id,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
suntmobilebanking.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
oyknrmzazildlsaxutqiatopgs-dot-gl44393333333.rj.r.appspot.com,False,False,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
shanedrk.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
kjj.sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
myupdates-mynetflix.com,False,False,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1
mail.trendset.com.ar.ci3.toservers.com,False,False,1,5,0,0,1,0,1,0,1,1,0,0,1,0,1
securefaxing.knorish.com,False,False,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
inkmaster.cloud,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
umconnectumt-my.sharepoint.com,False,False,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
online.visual-paradigm.com,False,False,1,5,0,0,0,1,1,1,1,1,0,0,1,0,1
1dom.club,False,False,0,4,0,0,0,0,1,0,1,1,0,0,1,0,1
verification.page.home.support.app-netflix.com.mavhcodigital.com,False,False,1,2,0,0,1,1,1,1,1,1,0,0,1,0,1
leapstcyran.fr,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
milanobet301.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
k12inc-my.sharepoint.com,False,False,1,5,0,0,1,1,1,0,1,1,0,0,1,0,1
bancapichiflowwd.byethost31.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
btserversrscfed.boxmode.io,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
formbuddy.com,False,False,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
lucky-glitter-f89f.jimmysitt.workers.dev,False,False,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
fedner.net,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
abnhvbtufwhtbubtitnwzuxwkagbiu.66ghz.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,False,False,1,3,0,0,0,1,1,0,1,1,0,0,1,0,1
servicesbancaire.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
traderstruth.biz,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
www3.colegiosantaangelamerici.edu.co,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
vk.com,False,False,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
rreeufffsaussaa3.app.link,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
fhjfhsended.weebly.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
sponsorlens.cs.umn.edu,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
doc.clickup.com,False,False,0,4,0,0,0,0,1,1,1,1,0,0,1,0,1
vegas-x.net,False,False,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
docsharex-authorize.firebaseapp.com,False,False,1,3,0,0,0,1,1,1,1,1,0,0,1,0,1
zaelogistics.com,False,False,1,4,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
sharefile-hmugentristategt.org,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
btbroadband45654378.boxmode.io,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
newcapital-compounds.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
hpnepgnmwrgdrrsdshzrvyirlx-dot-gl44393333333.rj.r.appspot.com,False,False,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
orange-mobile16.wixsite.com,False,False,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
paypalproofgenerator.glitch.me,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
goforsolar.in,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
xhlvl.mjt.lu,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
livenmitac-my.sharepoint.com,False,False,1,5,0,0,1,1,1,1,1,1,0,0,1,0,1
docs.google.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
pichinchaweb-ecu.byethost7.com,False,False,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
debuil.xyz,False,False,0,6,0,0,0,0,1,0,1,1,0,0,1,0,1
unitus.mk.ua,False,False,1,11,0,0,0,0,1,0,1,1,0,0,1,0,1
disq.us,False,False,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1
965823.ihostfull.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
xn--80aafkatpetleclg.xn--p1ai,False,False,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1
acessos.clubedebeneficiosbb.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
lloydbank-accountbreach.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
kbl-ltd.co.jp,False,False,0,2,0,0,0,1,1,1,1,1,0,0,1,0,1
adsmarca.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
o2-securebilling-update.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
arrtistic.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
camaieufr.commander1.com,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
betterbodynet.acemlnc.com,False,False,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
sites.google.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
jvk.zultifarza.workers.dev,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
s.yam.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
hans-ledlite.com,False,False,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
mektabagov.temp.swtest.ru,False,False,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
fr-europe564598-com.filesusr.com,False,False,1,2,0,0,0,1,1,1,1,1,0,0,1,0,1
sorowhite53.byethost6.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
firebasestorage.googleapis.com,False,True,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1
lnterbank.ibkempresas.com,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
freedomtonight.com,False,False,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1
betasus332.blogspot.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
cy70456.tmweb.ru,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
bit.do,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
soft-cell-8148.updateloginprogram.workers.dev,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
re-bu-il-der.xyz,False,False,1,6,0,0,0,1,1,1,1,1,0,0,1,0,1
citagestionenlineabn.com,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
safirbetgirisadresimiz.blogspot.com,False,False,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1
gazobetonaero.live,False,False,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
tinyurl.com,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
images-u654dgwino.salamazerbaycan.az,False,False,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
secure-payeeremoval.com,False,False,0,2,0,0,0,1,1,1,1,1,0,0,1,0,1
lashibifuneralhomes.com,False,False,1,5,0,0,0,0,1,1,1,1,0,0,1,0,1
switch.com.kw,False,False,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
d5wxk.csb.app,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
my-gmail.ir,False,False,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
server.yzdcpt.cn,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
adds-accnts.rf.gd,False,False,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
bit.ly,False,False,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1
gtaswansea.org,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
datelsolutions.co.uk,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
sites.google.com,False,False,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1
golfballsonline.com,False,False,0,2,0,0,0,0,1,1,1,1,0,0,1,0,1
promericaonlifd.byethost15.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
anonzon.wbbbqsu.cn,False,False,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
stolizaparketa.ru,False,False,1,7,0,0,0,0,1,1,1,1,0,0,1,0,1
bithunnb.web.app,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
allianzbankmypostweb.datlas.it,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
bankingalicias.ihostfull.com,False,False,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
secure.runescape.com-rsu.ru,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1
sites.google.com,False,False,1,3,0,0,0,0,1,1,1,1,0,0,1,0,1
81cbfgwh53.extentwulfsaqqehqdwicczanin.com,False,False,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1
pagessosialitiidentityservice.co.vu,False,False,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
mobile-orange-forever.yolasite.com,False,False,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1
cat-girl-claims-rewards-erc20-token.com,False,False,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1
apeswvap.finance,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
gkjx168.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
buyelectronicsnyc.com,False,False,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1
google.com,False,False,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1
qevwisdfztymporlndsckabdil-dot-gl44393333333.rj.r.appspot.com,False,False,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
